<HEADER>
SWVersion,GTNumber,GTMark,AxleType,TyreDetails,DPRDate,DPRResult,DPRLength,AverageLength,OperatorOffset,SurveyName,TargetSpeed,WaterFilm,SurfaceCondition,Weather,AmbientTemperature,SurfaceTemperature,Operator,StartDate,StartTime,SurveyLength,Comments,Units,Filename
2.0.0.12,GT686,MK2,D,A91-221102,08-oct.-2024,0 ;805,1000,1,5,labo 63,30,0 ;25,,Clair et calme,19,12,C MALVAL,08/10/2024,15:10:31,972,Clermont 63 Ligne 2 passage 4,M         ,63L2P4
<EMUSED>
EMid,EMIndex,EMName,EMDirection,EMLength,ILName,ILLevel,ILdescription
<RESULTS>
Chainage,GN,Load,Speed,Flow,EM Name,IL Level,Latitude,Longitude,Altitude,Quality,No. Satellites,GPSTime,Duration,EM Used
244,0.76,15.31,31.0,6.0,,0.00,?,?,?,?,?,?,27.680,
245,0.75,13.91,31.0,6.0,,0.00,?,?,?,?,?,?,27.680,
246,0.76,14.64,31.0,6.1,,0.00,?,?,?,?,?,?,27.841,
247,0.76,14.74,31.0,6.1,,0.00,?,?,?,?,?,?,27.993,
248,0.77,13.92,31.0,6.1,,0.00,?,?,?,?,?,?,28.148,
249,0.77,14.28,31.0,6.1,,0.00,?,?,?,?,?,?,28.148,
250,0.78,14.43,31.0,6.0,,0.00,?,?,?,?,?,?,28.310,
251,0.77,15.72,31.0,6.0,,0.00,?,?,?,?,?,?,28.477,
252,0.79,15.03,31.0,6.0,,0.00,?,?,?,?,?,?,28.636,
253,0.78,16.23,31.0,6.0,,0.00,?,?,?,?,?,?,28.636,
254,0.79,15.34,31.0,5.9,,0.00,?,?,?,?,?,?,28.804,
255,0.80,15.13,31.0,5.9,,0.00,?,?,?,?,?,?,28.962,
256,0.81,13.94,31.0,5.9,,0.00,?,?,?,?,?,?,28.962,
257,0.82,14.69,31.0,5.9,,0.00,?,?,?,?,?,?,29.121,
258,0.82,14.65,31.0,6.0,,0.00,?,?,?,?,?,?,29.285,
259,0.82,15.08,31.0,6.0,,0.00,?,?,?,?,?,?,29.285,
260,0.82,14.79,31.0,6.0,,0.00,?,?,?,?,?,?,29.445,
261,0.81,15.16,31.0,6.0,,0.00,?,?,?,?,?,?,29.598,
262,0.81,14.47,31.0,6.0,,0.00,?,?,?,?,?,?,29.598,
263,0.81,14.90,31.0,6.0,,0.00,?,?,?,?,?,?,29.759,
264,0.82,14.23,31.0,6.0,,0.00,?,?,?,?,?,?,29.910,
265,0.81,14.82,31.0,6.0,,0.00,?,?,?,?,?,?,30.063,
266,0.81,15.23,31.0,6.0,,0.00,?,?,?,?,?,?,30.063,
267,0.80,14.72,31.0,6.0,,0.00,?,?,?,?,?,?,30.228,
268,0.81,15.94,31.0,5.9,,0.00,?,?,?,?,?,?,30.392,
269,0.81,15.09,31.0,5.9,,0.00,?,?,?,?,?,?,30.556,
270,0.84,14.91,31.0,5.9,,0.00,?,?,?,?,?,?,30.556,
271,0.83,15.86,31.0,5.9,,0.00,?,?,?,?,?,?,30.715,
272,0.81,15.01,31.0,6.0,,0.00,?,?,?,?,?,?,30.867,
273,0.83,14.85,31.0,6.0,,0.00,?,?,?,?,?,?,30.867,
274,0.82,15.28,31.0,6.0,,0.00,?,?,?,?,?,?,31.024,
275,0.84,14.93,31.0,6.0,,0.00,?,?,?,?,?,?,31.182,
276,0.83,15.75,31.0,6.0,,0.00,?,?,?,?,?,?,31.339,
277,0.83,14.20,31.0,6.0,,0.00,?,?,?,?,?,?,31.339,
278,0.83,14.08,31.0,6.0,,0.00,?,?,?,?,?,?,31.503,
279,0.82,13.79,31.0,6.0,,0.00,?,?,?,?,?,?,31.666,
